country_code,year,compulsory_education_duration,education_expenditure_gdp_rate,literacy_rate,completion_rate,region,income_group,country_name,learning_outcome,gdppc,population,education_spent
STP,2018,6.0,5.23510980606079,92.8166427612305,63.43964767456055,Sub-Saharan Africa,Lower middle income,São Tomé and Principe,,3730.2045,204.454,195.28030156562087
SUR,2018,6.0,5.68860006332397,94.3832702636719,76.09161949157715,Latin America & Caribbean,Upper middle income,Suriname,,,,
SVK,2018,10.0,3.975830078125,,73.72226651509604,Europe & Central Asia,High income,Slovak Republic,534.79108,27075.5344,5409.18099,1076.4772404882813
SVN,2018,9.0,4.93603992462158,99.6999969482422,75.24327659606932,Europe & Central Asia,High income,Slovenia,542.46613,29244.9198,2066.679548,1443.5409172515615
SWE,2018,9.0,7.64084005355835,,74.62838363647464,Europe & Central Asia,High income,Sweden,555.16016,45541.8921,10175.41026,3479.7831327251256
SWZ,2018,7.0,5.67916011810303,88.4193801879883,28.3126993179321,Sub-Saharan Africa,Lower middle income,Eswatini,452.01961,8068.2118,1087.2,458.20666678968263
SXM,2018,14.0,,,,Latin America & Caribbean,High income,Sint Maarten (Dutch part),,,,
SYC,2018,10.0,4.49883985519409,95.8677062988281,57.16448211669922,Sub-Saharan Africa,High income,Seychelles,484.491165,29531.0612,94.633,1328.5551509273582
SYR,2018,9.0,5.13013982772827,80.8445205688477,35.93582073847454,Middle East & North Africa,Low income,Syrian Arab Republic,403.288955,3349.4597,16931.27214,337.897598568911
TCA,2018,13.0,2.7437698841095,,24.5454502105713,Latin America & Caribbean,High income,Turks and Caicos Islands,,,,
TCD,2018,10.0,2.25947999954224,22.3115501403809,8.45991313457488,Sub-Saharan Africa,Low income,Chad,274.84991,2046.3631,15252.87389,46.23716496251257
TGO,2018,10.0,4.04394006729126,63.7456207275391,24.350234985351598,Sub-Saharan Africa,Low income,Togo,325.21115,1451.3609,8176.449,58.692164956099035
THA,2018,9.0,3.05677008628845,93.7677612304688,44.134055455525704,East Asia & Pacific,Upper middle income,Thailand,432.13081000000005,16648.6237,67515.00451,508.9101490403293
TJK,2018,9.0,5.55836009979248,99.8000030517578,58.70404624938965,Europe & Central Asia,Lower middle income,Tajikistan,478.41592,4440.3819,8604.338517,246.81241580800722
TKM,2018,12.0,3.04924988746643,99.6999969482422,66.63702551523843,Europe & Central Asia,Upper middle income,Turkmenistan,,26318.366,5410.328683,552.9814670920372
TLS,2018,9.0,6.83091020584106,68.0668334960938,,East Asia & Pacific,Lower middle income,Timor-Leste,345.76816,,,
TON,2018,15.0,6.3729100227356,99.4143676757813,63.42161067326864,East Asia & Pacific,Upper middle income,Tonga,353.9274,,,
TTO,2018,7.0,3.2862401008606,98.6999969482422,44.374193191528306,Latin America & Caribbean,High income,Trinidad and Tobago,479.4039,28549.4083,1215.343972,938.2021041130246
TUN,2018,9.0,7.32434988021851,79.0364303588867,44.5907096862793,Middle East & North Africa,Lower middle income,Tunisia,393.39736666666664,11353.8865,11478.19259,811.0252622365956
TUR,2018,12.0,4.29460000991821,96.1505279541016,56.49420229593911,Europe & Central Asia,Upper middle income,Turkey,471.530525,19270.2202,85934.89142,827.5788786204608
TUV,2018,8.0,3.73082995414734,,24.3174991607666,East Asia & Pacific,Upper middle income,Tuvalu,373.86111,,,
TZA,2018,7.0,3.69643998146057,77.8872299194336,25.915159861246753,Sub-Saharan Africa,Lower middle income,Tanzania,376.729,2874.9629,56366.81844,106.27127808775826
UGA,2018,7.0,2.13052010536194,76.5274963378906,21.558492978413906,Sub-Saharan Africa,Low income,Uganda,390.94368,2045.4203,42330.69875,43.5780907306545
UKR,2018,11.0,5.31947994232178,99.9743499755859,74.62249755859374,Europe & Central Asia,Lower middle income,Ukraine,490.08876,9813.3637,43952.299,522.0199136885865
URY,2018,14.0,4.66279983520508,98.703857421875,53.78232002258301,Latin America & Caribbean,High income,Uruguay,448.24261333333334,20185.836,3396.476271,941.2251277427677
USA,2018,12.0,,,80.07627232869466,North America,High income,United States,549.44055,55334.7394,327834.6583,
UZB,2018,12.0,5.90000009536743,99.9928894042969,87.92854436238606,Europe & Central Asia,Lower middle income,Uzbekistan,,11220.3702,30023.49841,662.0018525005787
VCT,2018,12.0,5.69377994537354,95.6321563720703,66.55158615112305,Latin America & Caribbean,Upper middle income,St. Vincent and the Grenadines,,,,
VEN,2018,17.0,1.34407997131348,97.1270904541016,67.1436653137207,Latin America & Caribbean,Lower middle income,"Venezuela, RB",432.93695,10709.9506,28890.2371,173.10587401342437
VGB,2018,12.0,2.69412994384766,,55.5467796325684,Latin America & Caribbean,High income,British Virgin Islands,,,,
VIR,2018,,,,,Latin America & Caribbean,High income,Virgin Islands (U.S.),,,,
VNM,2018,10.0,4.16744995117188,93.5204467773438,35.84776854515078,East Asia & Pacific,Lower middle income,Vietnam,513.95936,6814.1423,97075.8169,283.97596995413244
VUT,2018,,4.53353023529053,87.5063095092773,25.25,East Asia & Pacific,Lower middle income,Vanuatu,317.02841,,,
WSM,2018,8.0,4.53214979171753,99.0957717895508,99.0246810913086,East Asia & Pacific,Lower middle income,Samoa,,,,
XKX,2018,,,,,Europe & Central Asia,Upper middle income,Kosovo,384.85662,,,
YEM,2018,9.0,5.15143013000488,54.0999984741211,,Middle East & North Africa,Low income,"Yemen, Rep.",254.70732,2284.8899,30217.09134,234.3390202426337
ZAF,2018,9.0,6.15898990631104,87.0466690063477,56.671696345011405,Sub-Saharan Africa,Upper middle income,South Africa,319.62943,12165.7948,55341.40254,749.2900737545133
ZMB,2018,7.0,4.73973989486694,86.7479629516602,11.011550247669236,Sub-Saharan Africa,Lower middle income,Zambia,335.7919,3534.0337,17254.6803,167.50400517694223
ZWE,2018,7.0,3.58728003501892,88.6934204101563,52.26859442392985,Sub-Saharan Africa,Lower middle income,Zimbabwe,389.554215,1611.4052,14096.61179,57.805617022856694
ABW,2019,13.0,5.4913501739502,97.8074188232422,54.98847230275473,Latin America & Caribbean,High income,Aruba,,,,
AFG,2019,9.0,3.21377992630005,31.4488506317139,4.31551003456116,South Asia,Low income,Afghanistan,315.45505,1934.555,34940.837,61.90169745221144
AGO,2019,6.0,1.82117998600006,66.0301132202148,25.185156583785993,Sub-Saharan Africa,Lower middle income,Angola,263.13571,7771.4418,22637.95864,158.90266328069572
ALB,2019,9.0,3.94576001167297,98.1411514282227,65.2076498667399,Europe & Central Asia,Upper middle income,Albania,433.9937133333333,11104.1665,3062.734429,386.5306211879374
AND,2019,10.0,3.15060997009277,,67.02493158976237,Europe & Central Asia,High income,Andorra,,,,
ARE,2019,12.0,3.10269999504089,97.5569229125977,76.30980046590169,Middle East & North Africa,High income,United Arab Emirates,450.10358,76397.8181,9619.465681,
ARG,2019,14.0,4.80237007141113,99.0038681030273,45.948209444681794,Latin America & Caribbean,Upper middle income,Argentina,430.2580266666667,18556.3831,44694.76893,917.7096234146679
ARM,2019,12.0,2.56185007095337,99.7360687255859,79.8236516316732,Europe & Central Asia,Upper middle income,Armenia,442.969465,11454.4251,2906.869202,258.39695139719373
ASM,2019,,14.7170495986938,97.3441619873047,81.3000030517578,East Asia & Pacific,Upper middle income,American Samoa,,,,
ATG,2019,11.0,2.82214999198914,98.9499969482422,,Latin America & Caribbean,High income,Antigua and Barbuda,,,,
AUS,2019,10.0,5.10789012908936,,69.20172691345215,East Asia & Pacific,High income,Australia,544.36011,49830.7993,24855.30367,2545.30247869103
AUT,2019,13.0,5.22535991668701,,29.8692092895508,Europe & Central Asia,High income,Austria,540.79614,42988.0709,8892.454031,2246.2814257655928
AZE,2019,10.0,2.68108010292053,99.7959823608398,73.14378674825038,Europe & Central Asia,Upper middle income,Azerbaijan,472.27689,16628.0553,9647.924472,408.2902633780139
BDI,2019,,5.07864999771118,68.3753280639648,9.63617022832233,Sub-Saharan Africa,Low income,Burundi,347.00735,651.3589,11229.0,33.080238759941565
BEL,2019,12.0,6.37663984298706,,73.65584182739256,Europe & Central Asia,High income,Belgium,515.1865533333333,39756.2031,11429.26836,2535.1098869334564
BEN,2019,6.0,2.96519994735718,42.3624000549316,8.239474773406961,Sub-Saharan Africa,Lower middle income,Benin,345.47522,2220.1766,12017.978,65.13931482527059
BFA,2019,10.0,5.78548002243042,39.3458518981934,10.018400112787877,Sub-Saharan Africa,Low income,Burkina Faso,351.85004,1589.6242,19699.64035,86.32549773589132
BGD,2019,5.0,1.32632005214691,74.6844635009766,38.62547397613523,South Asia,Lower middle income,Bangladesh,340.08804,4099.253,167474.8422,55.34086104869828
BGR,2019,11.0,4.09102010726929,98.3524475097656,95.3857192993164,Europe & Central Asia,Upper middle income,Bulgaria,551.53912,18444.2602,7166.644156,726.7162278774667
BHR,2019,9.0,2.32452011108398,90.9774017333984,83.4795112609863,Middle East & North Africa,High income,Bahrain,445.99948,39498.7672,1583.829316,945.9801143922216
BHS,2019,12.0,2.39893007278442,,69.03637822469076,Latin America & Caribbean,High income,"Bahamas, The",,,,
BIH,2019,9.0,,96.9917678833008,59.93492762247723,Europe & Central Asia,Upper middle income,Bosnia and Herzegovina,460.80422999999996,10460.5201,3946.870989,
BLR,2019,9.0,4.97947978973389,99.8740005493164,86.21493911743168,Europe & Central Asia,Upper middle income,Belarus,,18727.3176,9528.073531,1007.7375959391851
BLZ,2019,8.0,7.1383900642395,76.9029769897461,63.14890352884927,Latin America & Caribbean,Lower middle income,Belize,326.82858,,,
BMU,2019,13.0,1.32495999336243,,40.8106384277344,North America,High income,Bermuda,,,,
BOL,2019,14.0,,92.455078125,74.68973286946613,Latin America & Caribbean,Lower middle income,Bolivia,,6695.7746,11306.341,
BRA,2019,14.0,6.08851003646851,93.2275009155273,52.27767499287924,Latin America & Caribbean,Upper middle income,Brazil,416.05532999999997,14033.5656,211307.77,854.4350500303923
BRB,2019,11.0,3.20398998260498,99.5999984741211,82.2382621765137,Latin America & Caribbean,High income,Barbados,,11995.1868,293.131,651.2019206051161
BRN,2019,9.0,4.42540979385376,97.214111328125,61.08534812927246,East Asia & Pacific,High income,Brunei Darussalam,,,,
BTN,2019,,6.85084009170532,66.561149597168,23.5923465092977,South Asia,Lower middle income,Bhutan,,,,
BWA,2019,,6.91437005996704,86.8231811523438,4.14686489105225,Sub-Saharan Africa,Upper middle income,Botswana,391.31828,15842.1301,2262.596073,1064.8018693265685
CAF,2019,10.0,1.76871001720428,37.3958206176758,9.44592952728271,Sub-Saharan Africa,Low income,Central African Republic,,623.4889,5745.062,9.763087619378188
CAN,2019,10.0,5.26205015182495,,49.667610168457,North America,High income,Canada,543.09814,44868.7435,37206.33528,2220.4273025655743
CHE,2019,11.0,4.86093997955322,,68.4268341064453,Europe & Central Asia,High income,Switzerland,518.4403066666667,61372.7301,8667.875051,2983.291573974193
CHI,2019,,,,,Europe & Central Asia,High income,Channel Islands,,,,
CHL,2019,12.0,5.43316984176636,96.4022827148438,63.05919392903646,Latin America & Caribbean,High income,Chile,493.8721,22104.7654,18676.22752,1200.989447306005
CHN,2019,9.0,3.54249000549316,96.8408889770508,37.0674810409546,East Asia & Pacific,Upper middle income,China,508.207535,13101.7064,1385439.414,464.12663976905765
CIV,2019,10.0,3.70040011405945,89.8934173583984,30.214154243469203,Sub-Saharan Africa,Lower middle income,Côte d'Ivoire,340.46796,3713.6436,27622.91532,120.31982178205206
CMR,2019,6.0,3.10050010681152,77.0710372924805,24.660673220952344,Sub-Saharan Africa,Lower middle income,Cameroon,340.86533,2888.0459,26373.62691,90.43049539115322
COD,2019,6.0,1.45494997501373,77.0426788330078,41.11392339070641,Sub-Saharan Africa,Low income,"Congo, Dem. Rep.",248.42525,859.3817,95238.6834,12.20385122466979
COG,2019,10.0,3.89800000190735,80.2987594604492,23.94841957092285,Sub-Saharan Africa,Lower middle income,"Congo, Rep.",329.91748,5714.5917,5164.601891,171.52176058161876
COL,2019,12.0,4.5062198638916,95.249267578125,52.4539972941081,Latin America & Caribbean,Upper middle income,Colombia,430.06405666666666,13545.0495,48128.32639,602.6327996813325
COM,2019,6.0,2.5450599193573,58.8170204162598,,Sub-Saharan Africa,Lower middle income,Comoros,326.36484,1724.4206,821.164,43.16421623229981
CPV,2019,10.0,4.73345994949341,86.7902908325195,30.349529584248874,Sub-Saharan Africa,Lower middle income,Cabo Verde,,6831.216,568.373,366.75775600776643
CRI,2019,13.0,6.80879020690918,97.8637924194336,52.91991996765137,Latin America & Caribbean,Upper middle income,Costa Rica,435.27766,14686.2539,4993.580327,995.5914176477725
CUB,2019,9.0,12.8373098373413,99.7525329589844,62.4751640955607,Latin America & Caribbean,Upper middle income,Cuba,524.26944,8325.6313,11116.396,844.4627090128607
CUW,2019,14.0,4.93095016479492,,,Latin America & Caribbean,High income,Curaçao,,,,
CYM,2019,12.0,,98.8678207397461,77.48218282063803,Latin America & Caribbean,High income,Cayman Islands,,,,
CYP,2019,10.0,5.75416994094849,98.6784286499023,71.71311950683597,Europe & Central Asia,High income,Cyprus,502.162185,27184.4166,1022.282576,1521.706743843219
CZE,2019,9.0,4.26692008972168,,73.56134414672853,Europe & Central Asia,High income,Czech Republic,543.34814,30748.5084,10605.40276,1312.014282209358
DEU,2019,13.0,4.99274015426636,,74.02471415201823,Europe & Central Asia,High income,Germany,537.32538,46177.6187,84152.4834,2305.5285111189114
DJI,2019,10.0,3.62773990631104,,,Middle East & North Africa,Lower middle income,Djibouti,,3295.6815,884.017,119.55875296041029
DMA,2019,12.0,5.57160997390747,,40.35130675633747,Latin America & Caribbean,Upper middle income,Dominica,,9021.1737,74.027,502.61919357787104
DNK,2019,10.0,7.75243997573853,,65.4628810882568,Europe & Central Asia,High income,Denmark,547.49237,46312.3443,5793.652404,3523.914702290654
DOM,2019,15.0,4.04276990890503,93.7784576416016,53.45399284362793,Latin America & Caribbean,Upper middle income,Dominican Republic,364.63523333333336,15912.3995,10385.30608,625.1170109409316
DZA,2019,10.0,6.10035991668701,81.4078369140625,39.90262826283773,Middle East & North Africa,Lower middle income,Algeria,384.4052933333333,14228.025,41489.77454,834.665769337178
ECU,2019,15.0,4.22565984725952,92.8297882080078,49.88488260904946,Latin America & Caribbean,Upper middle income,Ecuador,424.0141366666667,10638.8251,16498.502,491.66904231066894
EGY,2019,12.0,3.9308500289917,71.1682510375977,39.56351852416991,Middle East & North Africa,Lower middle income,"Egypt, Arab Rep.",330.47116,11957.2122,102183.736,438.6435547351838
ERI,2019,8.0,2.12700009346008,76.5705184936523,,Sub-Saharan Africa,Low income,Eritrea,,,,
ESP,2019,10.0,4.17816019058228,98.4365005493164,66.91516176859541,Europe & Central Asia,High income,Spain,527.73962,31496.52,47379.84293,1315.9750600587859
EST,2019,9.0,5.23887014389038,99.8857879638672,40.2903594970703,Europe & Central Asia,High income,Estonia,535.12628,27408.6649,1291.906205,1435.904362285062
ETH,2019,8.0,5.06867980957031,51.7711791992188,12.745200196901969,Sub-Saharan Africa,Low income,Ethiopia,323.84241,1838.4903,106467.9687,93.18718663700862
FIN,2019,10.0,6.26929998397827,,36.4809799194336,Europe & Central Asia,High income,Finland,566.00702,38896.7005,5515.525053,2438.5508382145754
FJI,2019,,5.06788015365601,,64.08659966786703,East Asia & Pacific,Upper middle income,Fiji,,,,
FRA,2019,10.0,5.41316986083984,,71.8139279683431,Europe & Central Asia,High income,France,511.24399,38515.9193,67028.7493,2084.9321351729955
FRO,2019,9.0,8.23338031768799,,,Europe & Central Asia,High income,Faroe Islands,,,,
FSM,2019,8.0,9.69705009460449,,,East Asia & Pacific,Lower middle income,"Micronesia, Fed. Sts.",,,,
GAB,2019,10.0,2.76782989501953,84.6671600341797,,Sub-Saharan Africa,Upper middle income,Gabon,443.16043,17613.5564,2083.239905,516.6866310742305
GBR,2019,11.0,5.23890018463135,,81.28066253662111,Europe & Central Asia,High income,United Kingdom,512.64453,38058.0856,66745.60905,1993.8251167655574
GEO,2019,9.0,3.80864000320435,99.5584411621094,76.84942626953124,Europe & Central Asia,Upper middle income,Georgia,488.31937,11984.9049,4921.590982,421.9956912649642
GHA,2019,11.0,4.0041298866272,79.0396423339844,40.70629541079206,Sub-Saharan Africa,Lower middle income,Ghana,229.17532,4267.0667,27858.45603,170.858893017017
GIB,2019,10.0,,,,Europe & Central Asia,High income,Gibraltar,,,,
GIN,2019,6.0,1.84836995601654,39.6176795959473,15.60799980163575,Sub-Saharan Africa,Low income,Guinea,360.38644,1606.4666,11855.411,38.30330476926758
GMB,2019,9.0,2.87529993057251,50.7779693603516,25.69472980499268,Sub-Saharan Africa,Low income,"Gambia, The",284.71454,1882.2399,2092.731,44.52325345426234
GNB,2019,9.0,2.94781994819641,45.5811614990234,,Sub-Saharan Africa,Low income,Guinea-Bissau,,1501.4136,1833.247,32.09827203113363
GNQ,2019,6.0,2.18797993659973,94.3705368041992,,Sub-Saharan Africa,Upper middle income,Equatorial Guinea,,28528.953,797.457,212.50156065318234
GRC,2019,10.0,3.59395003318787,97.9359512329102,59.15966033935547,Europe & Central Asia,High income,Greece,474.8658666666667,23450.7658,10662.1611,842.8088052519098
GRD,2019,12.0,3.55255007743835,98.5999984741211,10.003589630127,Latin America & Caribbean,Upper middle income,Grenada,,,,
GRL,2019,10.0,10.5601902008057,,71.16509342193604,Europe & Central Asia,High income,Greenland,,,,
GTM,2019,16.0,3.19928002357483,80.810676574707,29.201379934946704,Latin America & Caribbean,Upper middle income,Guatemala,409.11901000000006,7402.1146,17231.5597,232.20802964954026
GUM,2019,0.0,,99.3691482543945,86.1523666381836,East Asia & Pacific,High income,Guam,,,,
GUY,2019,6.0,4.45058012008667,85.6397323608398,32.96383888522783,Latin America & Caribbean,Upper middle income,Guyana,300.20459,,,
HKG,2019,9.0,3.81060004234314,,66.3493626912435,East Asia & Pacific,High income,"Hong Kong SAR, China",568.58331,50839.3714,7350.260845,1691.1818402736922
